CustomerKey,Customer Code,Name,Education,Occupation
10140,21139,"Adams, Alex",Partial College,Skilled Manual
7227,18226,"Walker, Joseph",Partial College,Skilled Manual
9089,20088,"Lewis, Jose",Partial High School,Clerical
9106,20105,"Taylor, Alexis",High School,Skilled Manual
9293,20292,"Ross, Katherine",Partial College,Skilled Manual
11012,22011,"Patterson, Richard",High School,Skilled Manual
7232,18231,"Gutierrez, Janet",Graduate Degree,Professional
10145,21144,"Richardson, Lucas",Partial College,Skilled Manual
8804,19803,"Mehta, Jermaine",Partial High School,Skilled Manual
9081,20080,"Stewart, Maria",High School,Manual
5018,16017,"Ramirez, Jeremy",Partial College,Skilled Manual
5375,16374,"Phillips, Edward",Partial College,Clerical
17643,28642,"Ward, Lauren",Graduate Degree,Skilled Manual
9095,20094,"Chande, Lindsey",High School,Clerical
9103,20102,"Jenkins, Arianna",High School,Skilled Manual
9276,20275,"Kelly, Angela",High School,Skilled Manual
9742,20741,"Foster, Jocelyn",High School,Manual
5382,16381,"Davis, Kayla",Graduate Degree,Skilled Manual
9758,20757,"Powell, Alexia",High School,Skilled Manual
11008,22007,"Hernandez, Kaylee",High School,Skilled Manual
11017,22016,"Andersen, Terrence",Partial High School,Clerical
9790,20789,"Williams, Miguel",Graduate Degree,Skilled Manual
7236,18235,"Guo, Vincent",Graduate Degree,Professional
10150,21149,"Diaz, Miguel",Partial College,Skilled Manual
12272,23271,"Clark, Alexandra",High School,Skilled Manual
12273,23272,"Hayes, Tristan",High School,Skilled Manual
12274,23273,"Long, Benjamin",High School,Skilled Manual
5775,16774,"Perry, Eduardo",Graduate Degree,Skilled Manual
5776,16775,"Russell, Sarah",Graduate Degree,Professional
5777,16776,"Lewis, Dalton",Bachelors,Skilled Manual
5778,16777,"Simmons, Cameron",Bachelors,Management
5780,16779,"Watson, Morgan",Bachelors,Management
5781,16780,"Bailey, Carlos",Bachelors,Management
5782,16781,"Chen, Dylan",Bachelors,Management
5783,16782,"Clark, Lucas",Bachelors,Management
6696,17695,"Washington, Hunter",Graduate Degree,Skilled Manual
6697,17696,"Simmons, Madison",Graduate Degree,Skilled Manual
6698,17697,"Gray, Nathaniel",Graduate Degree,Skilled Manual
6700,17699,"Bell, Jesse",Graduate Degree,Skilled Manual
6860,17859,"Gonzalez, Wyatt",Partial College,Skilled Manual
6861,17860,"Diaz, Noah",Partial College,Skilled Manual
6864,17863,"Cooper, Bailey",Bachelors,Professional
6865,17864,"Martinez, Emily",Partial College,Skilled Manual
6867,17866,"Baker, Jack",Partial College,Skilled Manual
6869,17868,"Blue, Richard",Graduate Degree,Professional
6870,17869,"Mehta, Henry",Graduate Degree,Professional
6871,17870,"Price, Melissa",Graduate Degree,Professional
7413,18412,"Parker, Mary",High School,Professional
7414,18413,"Jackson, Samuel",Partial College,Professional
7415,18414,"Griffin, Gabrielle",Partial College,Professional
7417,18416,"Peterson, Emma",Partial College,Professional
7425,18424,"Williams, Samuel",High School,Professional
11338,22337,"Jenkins, Haley",High School,Manual
11339,22338,"Russell, Thomas",High School,Manual
11340,22339,"Nelson, Richard",High School,Manual
11342,22341,"Washington, Tristan",High School,Manual
11343,22342,"Lal, Jon",Partial High School,Clerical
11344,22343,"Powell, Brittany",High School,Clerical
11345,22344,"Yang, Krystal",High School,Clerical
11348,22347,"Long, Abigail",High School,Skilled Manual
11349,22348,"Torres, Zoe",High School,Skilled Manual
11351,22350,"Powell, Riley",High School,Skilled Manual
11353,22352,"Moore, Elizabeth",High School,Skilled Manual
11356,22355,"Jones, Logan",High School,Skilled Manual
13748,24747,"Powell, Dakota",Partial High School,Clerical
13750,24749,"Guo, Marshall",Partial High School,Clerical
13751,24750,"Barnes, Destiny",Partial High School,Clerical
13753,24752,"Jackson, Cameron",High School,Skilled Manual
13754,24753,"Jenkins, Eduardo",High School,Skilled Manual
13926,24925,"Perez, Erick",High School,Professional
13927,24926,"Roberts, Eric",High School,Professional
13928,24927,"Harris, Kaitlyn",High School,Professional
13929,24928,"Wright, Timothy",High School,Professional
13931,24930,"Lewis, Abigail",High School,Professional
13954,24953,"Green, Aaron",Partial High School,Clerical
13956,24955,"Perez, Donald",Partial High School,Skilled Manual
13957,24956,"Ward, Ariana",Partial High School,Skilled Manual
13958,24957,"Howard, Anna",Partial High School,Skilled Manual
14005,25004,"Thomas, Samuel",Partial College,Skilled Manual
14006,25005,"Williams, Brianna",Partial College,Skilled Manual
14007,25006,"Murphy, Bailey",Partial College,Skilled Manual
14008,25007,"Sanders, Alyssa",Partial College,Skilled Manual
14082,25081,"Morris, Melanie",Bachelors,Professional
14206,25205,"Jones, John",High School,Professional
14208,25207,"Moore, Destiny",High School,Professional
14209,25208,"Taylor, Daniel",High School,Professional
14254,25253,"Miller, Ryan",High School,Skilled Manual
14255,25254,"She, Krystal",High School,Skilled Manual
14258,25257,"Sanchez, Harold",High School,Skilled Manual
14259,25258,"Vazquez, Micheal",High School,Skilled Manual
14260,25259,"Thomas, Ethan",High School,Skilled Manual
14337,25336,"Cook, Chase",Partial High School,Clerical
14338,25337,"Washington, Megan",Partial High School,Clerical
14343,25342,"Hill, Seth",Partial High School,Clerical
11341,22340,"Young, Isaac",High School,Manual
11346,22345,"James, Amanda",High School,Skilled Manual
11352,22351,"Davis, Sarah",High School,Skilled Manual
11357,22356,"Ward, Charles",High School,Skilled Manual
11735,22734,"Adams, Maria",Partial High School,Clerical
11968,22967,"Smith, Rachel",High School,Skilled Manual
11980,22979,"Hernandez, Theodore",Partial High School,Clerical
12007,23006,"Lee, Seth",Partial College,Skilled Manual
12008,23007,"Sanchez, Isaac",Partial College,Skilled Manual
12012,23011,"Rivera, Isaiah",Partial College,Skilled Manual
12191,23190,"Ramirez, Nathaniel",Partial High School,Clerical
12249,23248,"Peterson, Bailey",High School,Manual
12250,23249,"Nara, Tasha",High School,Manual
12251,23250,"Lee, Ashley",High School,Manual
12252,23251,"Scott, Evan",High School,Manual
12255,23254,"Gonzalez, Jack",High School,Manual
12257,23256,"Chande, Mario",High School,Clerical
12259,23258,"Watson, Megan",High School,Clerical
12260,23259,"Taylor, John",High School,Clerical
12262,23261,"Peterson, Jada",High School,Clerical
12263,23262,"Kelly, Sydney",High School,Clerical
12264,23263,"Lopez, Angel",High School,Skilled Manual
12253,23252,"Wood, Alexia",High School,Manual
12261,23260,"Goel, Edwin",High School,Clerical
6863,17862,"Baker, Aaron",High School,Skilled Manual
7411,18410,"Davis, Joshua",High School,Professional
13752,24751,"Howard, Angela",High School,Skilled Manual
5779,16778,"Hayes, Blake",Graduate Degree,Management
6699,17698,"Butler, Xavier",Graduate Degree,Skilled Manual
7416,18415,"Mehta, Summer",Graduate Degree,Management
14004,25003,"Russell, Tristan",Partial College,Skilled Manual
14207,25206,"Bryant, Ryan",High School,Professional
14342,25341,"Cook, Kaitlyn",Partial High School,Clerical
11358,22357,"Lal, Justin",High School,Skilled Manual
7424,18423,"Jones, Christian",Partial High School,Skilled Manual
13930,24929,"Bailey, Lucas",High School,Professional
14339,25338,"Perez, Jason",Partial High School,Clerical
19049,CS555,Unknown,Unknown,Unknown
16175,27174,"Bennett, Fernando",Partial College,Clerical
16184,27183,"Garcia, Geoffrey",Partial College,Clerical
16185,27184,"Subram, Donald",Partial College,Clerical
11608,22607,"Gonzalez, Whitney",Partial College,Manual
11610,22609,"Cai, Clarence",Bachelors,Clerical
11611,22610,"Chen, Brent",Bachelors,Clerical
11616,22615,"Xu, Misty",Bachelors,Clerical
11599,22598,"Sanchez, Donald",Bachelors,Clerical
11639,22638,"Gutierrez, Kristi",Partial High School,Manual
11645,22644,"Ortega, Marc",Bachelors,Clerical
9968,20967,"Rowe, Casey",Partial College,Manual
11456,22455,"Kapoor, Roy",Partial College,Manual
11460,22459,"Xu, Johnny",Partial College,Manual
11463,22462,"Chandra, Lydia",Partial College,Manual
11470,22469,"Moreno, Sabrina",Partial College,Manual
9979,20978,"Srini, Bruce",Partial College,Manual
9980,20979,"Jimenez, Diane",Partial College,Manual
9981,20980,"Miller, Matthew",Bachelors,Clerical
9982,20981,"Romero, Craig",Partial College,Manual
16128,27127,"Black, Misty",Graduate Degree,Clerical
16130,27129,"Tang, Mindy",Graduate Degree,Skilled Manual
16189,27188,"She, Claudia",Partial College,Clerical
16311,27310,"Hill, Isabella",Partial College,Professional
11624,22623,"Suarez, Jamie",Partial College,Manual
11628,22627,"Sharma, Shawna",Partial College,Manual
11629,22628,"Lu, Marshall",Partial College,Manual
19038,CS428,Unknown,Unknown,Unknown
11598,22597,"Chandra, Rachael",Bachelors,Clerical
16188,27187,"Diaz, Lucas",Partial College,Clerical
9971,20970,"Richardson, Isaiah",Partial College,Manual
18815,CS559,Unknown,Unknown,Unknown
18047,29046,"Richardson, Gabriella",Bachelors,Management
18050,29049,"Simmons, Kelly",High School,Skilled Manual
18051,29050,"Russell, Jack",Partial College,Skilled Manual
18052,29051,"She, Michele",Partial College,Skilled Manual
18053,29052,"Peterson, Ian",Partial College,Skilled Manual
18057,29056,"Griffin, Angelica",Partial College,Skilled Manual
18059,29058,"Reed, Olivia",Partial College,Skilled Manual
18060,29059,"Perry, Jocelyn",Partial College,Skilled Manual
18071,29070,"Simmons, Arianna",Partial College,Skilled Manual
18074,29073,"Barnes, Melanie",Bachelors,Professional
18075,29074,"Long, Joan",Partial College,Skilled Manual
18076,29075,"Wright, Jack",Partial College,Skilled Manual
18077,29076,"Miller, Megan",Partial College,Skilled Manual
7967,18966,"Rai, Carly",Bachelors,Management
7968,18967,"Clark, Xavier",Graduate Degree,Management
7971,18970,"Roberts, Jason",Graduate Degree,Management
7974,18973,"Yuan, Kate",Bachelors,Management
16211,27210,"Flores, Hunter",Partial High School,Clerical
16212,27211,"Roberts, Isaiah",High School,Clerical
16213,27212,"Roberts, Sophia",High School,Clerical
16214,27213,"Lewis, Julia",Partial High School,Clerical
16217,27216,"Diaz, Ana",High School,Skilled Manual
16218,27217,"Walker, Julia",Partial High School,Clerical
16220,27219,"Yang, Benjamin",Partial High School,Clerical
16221,27220,"Long, Jackson",Partial High School,Clerical
16222,27221,"Jones, Matthew",Partial High School,Clerical
16223,27222,"Sai, Virginia",Partial High School,Clerical
16225,27224,"Griffin, Jessica",Partial High School,Clerical
16226,27225,"Murphy, Isaac",High School,Skilled Manual
16227,27226,"Wang, Christian",High School,Skilled Manual
10275,21274,"Scott, Seth",Partial College,Skilled Manual
10276,21275,"Cox, Abigail",Partial College,Skilled Manual
10281,21280,"Walker, Justin",Partial College,Skilled Manual
10283,21282,"Smith, Julia",Partial College,Skilled Manual
18826,CS581,Unknown,Unknown,Unknown
18786,CS463,Unknown,Unknown,Unknown
18843,CS612,Unknown,Unknown,Unknown
16210,27209,"Rodriguez, Erick",Partial High School,Clerical
10279,21278,"King, Julia",Partial High School,Clerical
18078,29077,"Henderson, Blake",Partial College,Skilled Manual
16215,27214,"Zimmerman, Bianca",Partial High School,Clerical
16219,27218,"Allen, Bailey",Partial High School,Clerical
7970,18969,"Cox, Anna",Graduate Degree,Management
16224,27223,"Wright, Jeremy",Partial High School,Clerical
10274,21273,"Thomas, Jennifer",Bachelors,Management
10282,21281,"Hill, Andrea",Partial College,Skilled Manual
18061,29060,"Washington, David",Partial College,Skilled Manual
7975,18974,"Rodriguez, James",Bachelors,Management
16728,27727,"Hill, Chloe",High School,Skilled Manual
16730,27729,"Phillips, Sophia",Partial High School,Clerical
16731,27730,"Cox, Isabella",Partial High School,Clerical
16990,27989,"Thomas, Joseph",High School,Professional
16991,27990,"Thompson, Katherine",High School,Professional
16992,27991,"Rivera, Natalie",High School,Professional
17301,28300,"Bennett, Abigail",High School,Professional
17302,28301,"Long, Jasmine",High School,Professional
17331,28330,"Bailey, Charles",High School,Skilled Manual
17332,28331,"Beck, Colleen",High School,Skilled Manual
17334,28333,"Jimenez, Jaime",High School,Skilled Manual
17335,28334,"Tanara, Marco",High School,Skilled Manual
17336,28335,"Srini, Rebekah",High School,Skilled Manual
17344,28343,"Morgan, Shelby",Partial High School,Clerical
18134,29133,"King, Sydney",Bachelors,Skilled Manual
18137,29136,"Bryant, Caroline",Bachelors,Skilled Manual
18139,29138,"Wood, Eduardo",Bachelors,Professional
18141,29140,"Ward, Richard",Graduate Degree,Professional
18142,29141,"Wang, Suzanne",Bachelors,Professional
8121,19120,"Sharma, Caleb",Graduate Degree,Professional
8122,19121,"Blue, Kaitlyn",Graduate Degree,Professional
8123,19122,"Hughes, Abigail",Graduate Degree,Professional
16466,27465,"Garcia, Seth",Partial College,Skilled Manual
16467,27466,"Murphy, Abigail",Partial College,Skilled Manual
16727,27726,"Hall, Sophia",High School,Skilled Manual
16994,27993,"Miller, Hunter",High School,Professional
17015,28014,"Robinson, Rachel",Partial High School,Clerical
17017,28016,"Sanders, Cody",Partial High School,Clerical
17018,28017,"Martin, Christopher",Partial High School,Clerical
17019,28018,"Foster, Rachel",Partial High School,Skilled Manual
17094,28093,"Kumar, Brad",Partial College,Skilled Manual
17095,28094,"Peterson, Melanie",Partial College,Skilled Manual
17096,28095,"Bryant, Natalie",Partial College,Skilled Manual
17345,28344,"Zhu, Alvin",Partial High School,Clerical
17583,28582,"Hall, Olivia",Partial High School,Clerical
17584,28583,"Long, Ryan",High School,Clerical
17585,28584,"Smith, Rolando",High School,Clerical
17591,28590,"Jai, Gabriel",Partial High School,Clerical
11216,22215,"Lal, Samuel",Graduate Degree,Management
11719,22718,"Simmons, Zachary",Bachelors,Management
11721,22720,"Alexander, Jonathan",Graduate Degree,Management
12001,23000,"Henderson, Victoria",Graduate Degree,Management
12002,23001,"Munoz, Julio",Bachelors,Management
18140,29139,"Coleman, Riley",Graduate Degree,Professional
16684,27683,"Reed, Alexandra",High School,Professional
17586,28585,"Russell, Julian",High School,Clerical
11863,22862,"Navarro, Derrick",Bachelors,Management
11217,22216,"Howard, Marcus",Bachelors,Management
12005,23004,"Fernandez, Raymond",Graduate Degree,Management
18135,29134,"Dominguez, Pedro",Bachelors,Skilled Manual
11720,22719,"Brooks, Jesse",Bachelors,Management
17555,28554,"Sanders, Natalie",Bachelors,Skilled Manual
17556,28555,"Serrano, Monique",Bachelors,Skilled Manual
17565,28564,"Deng, Alisha",Partial College,Clerical
10030,21029,"Martin, Kristi",High School,Manual
11526,22525,"Gutierrez, Julio",Partial College,Clerical
10083,21082,"Edwards, Jason",Partial College,Manual
10087,21086,"Bell, Katelyn",Partial College,Manual
11534,22533,"Liu, Jake",Partial High School,Manual
11538,22537,"Jenkins, Xavier",Partial High School,Manual
11542,22541,"Martinez, Stefanie",Partial College,Clerical
9861,20860,"Lopez, Preston",Graduate Degree,Clerical
9862,20861,"Nara, Nicolas",Graduate Degree,Clerical
9717,20716,"Arun, Kristina",Bachelors,Skilled Manual
9723,20722,"Serrano, Kellie",Partial College,Clerical
9730,20729,"Zhou, Aimee",Partial College,Clerical
9732,20731,"Kovár, Andre",Graduate Degree,Skilled Manual
13025,24024,"Malhotra, Marie",Graduate Degree,Clerical
13028,24027,"Tang, Omar",Bachelors,Clerical
13043,24042,"White, Zachary",High School,Manual
13047,24046,"Chander, Cristina",High School,Manual
13050,24049,"Gomez, Byron",Partial College,Manual
13034,24033,"Reed, Katherine",Bachelors,Clerical
13037,24036,"Vazquez, Jay",Partial College,Manual
5474,16473,"Andersen, Dawn",Partial High School,Manual
5475,16474,"Serrano, Jay",Partial High School,Manual
5535,16534,"Holt, Claudia",Graduate Degree,Clerical
9728,20727,"Ye, Arturo",Partial College,Clerical
17557,28556,"Gonzales, Isabel",Bachelors,Skilled Manual
10086,21085,"Vazquez, Leslie",Partial College,Manual
13026,24025,"Zeng, Eugene",Graduate Degree,Clerical
17564,28563,"Cai, Dennis",Partial College,Clerical
5476,16475,"Anand, Kurt",Partial High School,Manual
5940,16939,"Evans, Bailey",Partial College,Manual
5941,16940,"Zeng, Jenny",Bachelors,Clerical
5942,16941,"Yang, Amy",Partial College,Manual
5944,16943,"Garcia, Veronica",Bachelors,Clerical
5056,16055,"Lee, Ryan",Partial College,Manual
5058,16057,"Gomez, Michele",Partial College,Manual
5945,16944,"Raji, Alejandro",Bachelors,Clerical
6083,17082,"Smith, Morgan",Partial College,Clerical
6084,17083,"Raje, Priscilla",Partial College,Clerical
6087,17086,"Anderson, Xavier",High School,Manual
10673,21672,"Gomez, Craig",High School,Manual
10911,21910,"Perez, Rebekah",Partial College,Clerical
